Industry_ID,Composite_Index,Date
48,0.907406252822876,2026-02-12 00:43:47
11,0.873875087890625,2026-02-12 00:43:47
27,0.8068653763580322,2026-02-12 00:43:47
6,0.7977733435821533,2026-02-12 00:43:47
53,0.7522506506347656,2026-02-12 00:43:47
58,0.7298841660690307,2026-02-12 00:43:47
63,0.7179029354095459,2026-02-12 00:43:47
98,0.7157590600967407,2026-02-12 00:43:47
7,0.6641009337234497,2026-02-12 00:43:47
77,0.6625959350585937,2026-02-12 00:43:47
30,0.6443014862060547,2026-02-12 00:43:47
45,0.6302950899124146,2026-02-12 00:43:47
82,0.6300880864715577,2026-02-12 00:43:47
2,0.6228837047195435,2026-02-12 00:43:47
64,0.6005832823562622,2026-02-12 00:43:47
22,0.566436241645813,2026-02-12 00:43:47
16,0.5643430793380737,2026-02-12 00:43:47
65,0.5568099380111694,2026-02-12 00:43:47
21,0.5496841862487793,2026-02-12 00:43:47
28,0.546448232498169,2026-02-12 00:43:47
79,0.5443621360969544,2026-02-12 00:43:47
23,0.5377038279342651,2026-02-12 00:43:47
86,0.5194737051391601,2026-02-12 00:43:47
18,0.4990368793869018,2026-02-12 00:43:47
1,0.4747844348144531,2026-02-12 00:43:48
55,0.4744339154815674,2026-02-12 00:43:48
81,0.4660650548267365,2026-02-12 00:43:48
56,0.4627137936592101,2026-02-12 00:43:48
83,0.4608938134765625,2026-02-12 00:43:48
89,0.4551202238082886,2026-02-12 00:43:48
41,0.435065299987793,2026-02-12 00:43:48
57,0.4325960816574096,2026-02-12 00:43:48
93,0.4323778753662109,2026-02-12 00:43:48
72,0.4323533792114257,2026-02-12 00:43:48
96,0.4282410161781311,2026-02-12 00:43:48
75,0.4027752585411072,2026-02-12 00:43:48
49,0.3994218856716156,2026-02-12 00:43:48
92,0.3847245204162597,2026-02-12 00:43:48
54,0.3757469631958007,2026-02-12 00:43:48
100,0.3748393442344665,2026-02-12 00:43:48
99,0.371474412612915,2026-02-12 00:43:48
38,0.3613397805023193,2026-02-12 00:43:48
15,0.3609920026779174,2026-02-12 00:43:48
9,0.355702691078186,2026-02-12 00:43:48
71,0.3546983204841614,2026-02-12 00:43:48
20,0.35142431142807,2026-02-12 00:43:48
26,0.3503559088516235,2026-02-12 00:43:48
32,0.3458064538002014,2026-02-12 00:43:48
8,0.3375917833328247,2026-02-12 00:43:48
70,0.3368550978469848,2026-02-12 00:43:48
37,0.334477034072876,2026-02-12 00:43:48
88,0.3241177421951294,2026-02-12 00:43:48
13,0.3159541758918762,2026-02-12 00:43:48
91,0.3156494635772705,2026-02-12 00:43:48
74,0.3142394456291199,2026-02-12 00:43:48
68,0.3086932032012939,2026-02-12 00:43:48
51,0.3035665851783752,2026-02-12 00:43:49
59,0.3027007993125916,2026-02-12 00:43:49
36,0.301314237947464,2026-02-12 00:43:49
76,0.2964296859931946,2026-02-12 00:43:49
95,0.2906558697605133,2026-02-12 00:43:49
69,0.2874497054672241,2026-02-12 00:43:49
17,0.2829326078224182,2026-02-12 00:43:49
10,0.2801758955001831,2026-02-12 00:43:49
5,0.2712719997596741,2026-02-12 00:43:49
61,0.2684633715343475,2026-02-12 00:43:49
94,0.2622098547172546,2026-02-12 00:43:49
25,0.2618752947044372,2026-02-12 00:43:49
34,0.2579982474136352,2026-02-12 00:43:49
90,0.2504021666717529,2026-02-12 00:43:49
